sentiment ,description
0,"1 -1 0 Must download [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Nys [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Jay vara [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 nyc [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 I use this before I upload anything on ig [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Galaxy y [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 N kc [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,1 -1 0 
0,"1 -1 0 Tab 7 .[sentence: 1,-1] 0 plus ..[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 It euld b btr [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Ok [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Get it [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Osm app [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Awsome [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Joahna villarreal [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Yes [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Brush props .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Rahul art [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Superb [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 4 star [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Ravi [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 gud [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Salo kutto [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 143 [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Ari [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Kosovo [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Thumbs up [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Add multiple photoPlease allow us to add multiple photos when we want to \'add photo \'..[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 La Recomiendo [proper noun] 100 %[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Picsart [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 gud [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Photoshop [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Superb [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Lik [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Kool [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Top [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Monu [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Experia [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Won't install [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Exelente [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Family and Friends [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Very Use [proper noun] full apps [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Mst yaar [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Can't ask for better [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Multi_cools [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Gud [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Ausum [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Bestapp [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Just ok ....[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 It is missing something ...[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Pics art [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Gr8 [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 PicsArt -Photo [proper noun] Studio [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Koul [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Princess [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Kaushik chakraborty [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Nyc [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Htc vivid [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Very well with Galaxy [proper noun] S3 [proper noun] update .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 This app is very gud [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Cannot open it after update [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Simplicity [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Easy for use [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Pics art [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Excllnt app ...[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Gr8 ....[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Jfxt [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 5 stars [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Gud [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Top [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Xperiya duel tipo [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Angel saini [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Jazm ?n [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Samsung Galaxy [proper noun] III [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Very Nice [proper noun] ..[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Jhakas [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Photography [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Update frequency [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Tejesvi [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Its just [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Pics art [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Kull [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Mlp [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Picsart [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 S duos [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 I links links links [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Kulest [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 nyc [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Ajay [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Suggestion [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Simple yet precise ..[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 pic edit [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Mind blowingNothing is better than that ..,[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Hemm [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 0 [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Samsung Galaxy [proper noun] S2 [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Bawal app [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Its not bad[-2] [=0 negation] but almost every time i get in the app ,i gotta restart tablet because it wont work otherwise ..[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Goos [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Superb [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"3 -3 0 PICSNOT BAD[-2] BUT ANNOYING[-3] THAT SO MUCH COSTS $$ INCLUDING XTRA FONTS WHEN PICSAY PRO HAS 100S OF FONTS THAT WORK .[sentence: 1,-3] I LOVE[3] THE FRAMES &CLIPARTS THAT I DO HAVE ,BECAUSE THEY WERE FREE [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 0 [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 0 [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Something Wrong [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Picart [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 HTC user [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 sushilkumarsss106@gmail .[sentence: 1,-1] com [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 &lt [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Pic art [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Xperia c [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Awsome App [proper noun] ..[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Ikililu [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Tags not updating [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,1 -1 0 
0,"1 -1 0 Nyc ...[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Pravu [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Lop [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Msc [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Picarts [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 ITS owesome app .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 superb [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Easy [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 It's Cool [proper noun] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Photoshop for android [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 &lt [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Owsome [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Waooo [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
0,"1 -1 0 Uy [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
